"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ALK","Alaska Air Group, Inc.","29.93","$3.67B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","1.9","$100.86M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","48","$1.55B","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","61.47","$6.54B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/alb",
"ALAC","Alberton Acquisition Corporation","10.55","$154.98M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.18","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","10.01","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","0.03","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacw",
"ALBO","Albireo Pharma, Inc.","18.29","$273.36M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/albo",
"AA","Alcoa Corporation","7.59","$1.41B","2016","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/aa",
"ALC","Alcon Inc.","53.13","$25.94B","2019","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/alc",
"ALDX","Aldeyra Therapeutics, Inc.","2.91","$86.32M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","24.28","$1.92B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alec",
"ALRS","Alerus Financial Corporation","15.9","$271.98M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/alrs",
"ALEX","Alexander & Baldwin, Inc.","11.62","$840.2M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","298.24","$1.52B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","155.31","$19.6B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/are",
"AXU","Alexco Resource Corp","1.42","$176.15M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/axu",
"ALXN","Alexion Pharmaceuticals, Inc.","103.48","$22.98B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxn",
"AQN","Algonquin Power & Utilities Corp.","14.1","$7.41B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","26.188","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqna",
"AQNB","Algonquin Power & Utilities Corp.","25.92","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqnb",
"BABA","Alibaba Group Holding Limited","209.5","$562.03B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","28.19","$210.85M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/alco",
"ALIT","Alight Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alit",
"ALGN","Align Technology, Inc.","193","$15.2B","2001","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","5.3","$26.32M","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alim",
"ALO","Alio Gold Inc.","0.591","$50.06M","2011","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/alo",
"ALYA","Alithya Group inc.","1.74","$88.57M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","0.5899","$24.88M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","16.36","$2.59B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","63.06","$3.07B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/allk",
"Y","Alleghany Corporation","558.52","$8.01B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","7.96","$1.01B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","23.15","$471.2M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","74.99","$1.23B","2006","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","97.63","$9.04B","2013","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/alle",
"ALGR","Allegro Merger Corp.","10.39","$158.73M","2018","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/algr",
"ALGRR","Allegro Merger Corp.","0.039","n/a","2018","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/algrr",
"ALGRU","Allegro Merger Corp.","10.84","n/a","2018","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/algru",
"ALGRW","Allegro Merger Corp.","0.01","n/a","2018","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/algrw",
"ALNA","Allena Pharmaceuticals, Inc.","1.28","$31.67M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alna",
"AGN","Allergan plc.","187","$61.52B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/agn",
"ALE","Allete, Inc.","58.35","$3.02B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ale",
"ADS","Alliance Data Systems Corporation","37.86","$1.8B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","13.03","$374.55M","2002","n/a","n/a","https://old.nasdaq.com/symbol/afb",
"ARLP","Alliance Resource Partners, L.P.","3.61","$459.17M","1999","Energy","Coal Mining","https://old.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","9.84","$848.5M","1993","n/a","n/a","https://old.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","20.58","$2.02B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","52.87","$12.97B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/lnt",
"AIO","AllianzGI Artificial Intelligence & Tech Opp Fd","17.19","$590.01M","2019","n/a","n/a","https://old.nasdaq.com/symbol/aio",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","8.02","$146.42M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","3.93","$355.17M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncv",
"NCV^A","AllianzGI Convertible & Income Fund","25.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncv^a",
"NCZ","AllianzGI Convertible & Income Fund II","3.58","$272.49M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncz",
"NCZ^A","AllianzGI Convertible & Income Fund II","24.8452","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncz^a",
"ACV","AllianzGI Diversified Income & Convertible Fund","20.19","$208.94M","2015","n/a","n/a","https://old.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","20.59","$570.53M","2007","n/a","n/a","https://old.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","10.57","$1B","2005","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nfj",
"AESE","Allied Esports Entertainment, Inc.","2.2102","$52.9M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/aese",
"AHPI","Allied Healthcare Products, Inc.","14.2","$56.99M","1992","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","27.04","$259.85M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/amot",
"ALSN","Allison Transmission Holdings, Inc.","34.59","$4.05B","2012","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alsn",
"ALLO","Allogene Therapeutics, Inc.","27.62","$3.45B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","10.64","$367.3M","2006","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","6.52","$1.06B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","104.92","$33.2B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/all",
"ALL^B","Allstate Corporation (The)","25.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^b",
"ALL^G","Allstate Corporation (The)","26.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^g",
"ALL^H","Allstate Corporation (The)","25.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^h",
"ALL^I","Allstate Corporation (The)","24.91","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^i",
"ALLY","Ally Financial Inc.","15.37","$5.75B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","21.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","0.3771","$42.13M","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aau",
"ALNY","Alnylam Pharmaceuticals, Inc.","138.48","$15.79B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","9","$223.04M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/aosl",
"APT","Alpha Pro Tech, Ltd.","13.28","$172.42M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","1283.25","$881.96B","2004","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1279","$879.04B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","18.3158","$16.48M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","3.625","$228.35M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","3.23","$60.04M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alpn",
"PINE","Alpine Income Property Trust, Inc.","10.64","$84.1M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pine",
"ALTG","Alta Equipment Group Inc.","4.48","$132.21M","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/altg",
"ALTG.WS","Alta Equipment Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/altg.ws",
"ALTR","Altair Engineering Inc.","30.51","$2.22B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/altr",
"ALIN^A","Altera Infrastructure L.P.","13.915","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^a",
"ALIN^B","Altera Infrastructure L.P.","15.2956","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^b",
"ALIN^E","Altera Infrastructure L.P.","15.7533","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^e",
"ATHE","Alterity Therapeutics Limited","0.63","$9.16M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athe",
"AYX","Alteryx, Inc.","121.32","$7.98B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","26.05","$16.36B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/atus",
"ALT","Altimmune, Inc.","3.32","$51M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alt",
"AAMC","Altisource Asset Management Corp","13.931","$22.55M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","6.92","$107.47M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","18.96","$1.23B","2006","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aimc",
"MO","Altria Group","40.85","$75.91B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/mo",
"ALTM","Altus Midstream Company","0.6858","$222.84M","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/altm",
"ACH","Aluminum Corporation of China Limited","5.23","$3.56B","2001","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/ach",
"ALUS","Alussa Energy Acquisition Corp.","9.69","$348.23M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/alus",
"ALUS.U","Alussa Energy Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/alus.u",
"ALUS.WS","Alussa Energy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alus.ws",
"AMAG","AMAG Pharmaceuticals, Inc.","7.48","$256.31M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","9.31","$291.37M","2018","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","6.51","$2.35B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","13.32","$93.66M","n/a","Basic Industries","Other Specialty Stores","https://old.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","2375","$1182.3B","1997","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","15.53","$707.82M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC","Ambac Financial Group, Inc.","15.53","$707.82M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC.WS","Ambac Financial Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ambc.ws",
"AMBA","Ambarella, Inc.","49.25","$1.68B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/amba",
"ABEV","Ambev S.A.","2.22","$34.93B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/abev",
"AMBO","Ambow Education Holding Ltd.","1.93","$41.99M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ambo",
"AMC","AMC Entertainment Holdings, Inc.","3.2","$333.58M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","24.37","$1.35B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/amcx",
"AMCI","AMCI Acquisition Corp.","10.18","$280.61M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amci",
"AMCIU","AMCI Acquisition Corp.","10.2","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciu",
"AMCIW","AMCI Acquisition Corp.","0.12","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciw",
"DIT","AMCON Distributing Company","73.97","$41.85M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dit",
"AMCR","Amcor plc","8.78","$14.08B","2019","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/amcr",
"DOX","Amdocs Limited","63.07","$8.49B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","198.57","$6.42B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/amed",
"AMTB","Amerant Bancorp Inc.","12.49","$527.25M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtb",
"AMTBB","Amerant Bancorp Inc.","9","$379.92M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtbb",
"UHAL","Amerco","275.25","$5.4B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","77.83","$19.2B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","17.54","$831.05M","2010","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/amrc",
"AMRH","Ameri Holdings, Inc.","0.9701","$3.15M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.0176","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","5.63","$342.5M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","11.1","$36.63B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AMOV","America Movil, S.A.B. de C.V.","11.1","$36.63B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","11.15","$36.79B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amx",
"AAL","American Airlines Group, Inc.","11.57","$4.93B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","26.25","$1.58B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","3.74","$422.76M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/axl",
