ticker	market cap	industry	sector	current price	gross margin	net income margin	expenses portion	ROE	ROA	receivables turnover days	inventories turnover days	total assets turnover days	liability/asset ratio	current ratio	acid-test ratio	revenue growth	net income growth	operating income growth	free cash flow growth	wacc	roic	excess return	economic profit	stockholders equity growth	dividend yield	dividend payout ratio	dcf	beta	 annual return	 annual risk	annual sharpe
APHA	9.57E+08	Drug Manufacturers?ÇöSpecialty & Generic	Healthcare	3.6	0.7573	0.311166417	1.09629279	0.010316299	0.009645967	15.05547277	-353.3157077	3550.553901	0.17677362	9.154561463	8.640399323	2.023545128	1.596930574	6.191149423	0.950956818	0.109034822	0.010259765	-0.098775058	-129130216	1.283748241	0	0	-2026.562534	2.032395155	0.592299659	0.820455658	0.721915503
ENDP	9.57E+08	Drug Manufacturers	Healthcare	4.165	0.394671175	-0.474758029	0.254255071	-0.625893723	-0.126694575	82.86105552	86.00542709	1395.39846	0.920424342	1.195646116	0.997402303	0.013283832	0.167210082	0.252008821	-1.843459489	0.044451272	-0.16583014	-0.210281412	-2170185340	-0.228662737	0	0	31.84398867	1.617455144	-0.309552015	0.727274892	-0.425632754
TRQ	9.54E+08	Metals & Mining	Basic Materials	0.4703	0.30088	0.184703748	0.249809234	0.02573346	0.020636255	564.4250084	149.1292025	3066.942362	0.250187271	6.357621551	5.524590702	6.480673218	2.039115045	-2.219415188	1.109569611	0.128843943	0.020138717	-0.108705227	-1194873650	0.103570445	0	0	33411.30785	1.414306679	-0.287066854	0.546079256	-0.525687161
SIM	9.54E+08	Steel	Basic Materials	6	0.10024	0.032023386	0.045803181	0.028134669	0.019817705	49.94023783	129.648114	510.0278329	0.235235153	3.240626825	1.863411632	0.007189341	-1.608443004	-3.505865138	0.731699099	0.07668499	0.027310992	-0.049373998	-78654232.73	-0.004882684	0	0	5.67011572	0.728682078	-0.004962347	0.391970073	-0.012660015
WIRE	9.53E+08	Computer Hardware	Technology	46.37	0.134713819	0.049309342	0.069413883	0.087000606	0.07597552	67.7314815	35.08406012	223.6146896	0.126951838	6.778268519	5.333486642	0.02605836	0.176717775	0.105329463	0.398484798	0.105791774	0.087000606	-0.018791167	-11872616.8	0.095992372	0.001713051	0.031730805	22.47319544	1.063645866	0.056407305	0.308241022	0.182997398
FARO	9.53E+08	Computer Hardware	Technology	53.78	0.578263843	-0.033615821	0.596520909	-0.028705514	-0.018408498	81.26614264	133.1199804	478.8123243	0.240813673	3.81945528	3.132581385	-0.020233761	-3.600958641	-2.468911741	-0.077356063	0.14321753	-0.025305446	-0.168522976	-60456825.81	-0.004540476	0	0	-1.441396291	1.489840895	0.131929012	0.438497612	0.300865976
NYMTP	9.51E+08	REITs	Real Estate	18.01	0.6	0.787633061	0.35600833	0.017447339	0.001396235	35.00342953	0	12115.93917	0.913965772	9.493828779	9.493828779	0.020641578	0.097617004	0.057093564	-0.032397061	0.202898019	0.082710336	-0.120187683	-136657593.7	0.220166147	0.039985573	1.17679018	1.188266806	1.950026924	0.054046727	0.506924751	0.106616864
ACHN	9.47E+08	Biotechnology	Healthcare	6.76	0.4	-0.837960968	1.310560989	-0.234696739	-0.221075345	38.68595796	0	2419.260352	0.046677023	23.53388818	23.53388818	-0.354629322	2.1433856	0.581404034	-3.221351648	0	-0.23425267	0	0	0.318500929	0	0	0	nan	#VALUE!	#VALUE!	#VALUE!
FORTY	9.47E+08	Application Software	Technology	64.17	0.21622	0.039390152	0.148225037	0.098514961	0.026409371	111.8050059	1.542602213	431.6946735	0.45620729	1.75584612	1.745435786	0.15841199	0.193342195	0.24740388	0.80723714	0.075743882	0.060047609	-0.015696272	-12867036.69	0.028749357	0.02244956	0.512391858	395.7254807	1.151174452	0.21611282	0.314202344	0.687814156
CVA	9.46E+08	Waste Management	Industrials	7.19	0.711934294	0.03164707	0.947110337	0.114050897	0.014022331	0.429411765	0	841.2050854	0.883327544	1.313585621	1.313585621	0.021860931	-10.11527348	-0.047323249	-0.756863763	0.055654509	0.01993612	-0.03571839	-95999221.67	-0.12519932	0.065909337	-2.862858617	69.36821183	1.171941585	-0.172644959	0.321301613	-0.537329886
BIG	9.46E+08	Retail - Defensive	Consumer Defensive	24.11	0.402152952	0.03368573	0.334236582	0.245974151	0.090130718	0	103.2873811	126.5572734	0.628617985	1.530532383	0.215572649	0.00561529	0.186787891	0.114938956	-1.578691083	0.1749182	0.186222908	0.011304708	14313951.4	0.019933587	0.033020015	0.255791796	21.50097812	2.136316983	0.030294496	0.551035829	0.054977362
REGI	9.46E+08	Oil & Gas - Refining & Marketing	Energy	24.24	132.8493585	-154.4864355	106.9828095	0.080750926	0.062710768	123335.8631	26.07257686	529115.1621	0.415287561	1.75993905	1.275197095	103.2431151	-2.261140159	-2.32637268	-2.923173261	0.117556999	0.081955306	-0.035601693	-12783663.36	0.109918332	0	0	-3.09E+14	1.400144739	0.318473328	0.580122832	0.548975683
WLH	9.45E+08	Homebuilding & Construction	Consumer Cyclical	24.37	0.523527456	0.04294348	0.926275678	0.084483378	0.02819066	4.352808299	31192.55295	487.2023646	0.661761158	11.60965683	0.57904482	0.302072724	0.076162273	0.212632195	0.980731848	0.043538135	0.051672634	0.008134499	11502089.28	0.153743473	0.064218468	0.668403313	-228.1753684	0.682657014	0.080557194	0.379033077	0.212533414
LRN	9.45E+08	Education	Consumer Defensive	23.05	0.361376082	0.017835095	0.337148077	0.02864122	0.022210517	72.44343488	18.98971599	283.0739052	0.22716479	3.829901114	3.582773835	0.02187021	11.8043302	0.246241276	0.056247365	0.040936835	0.027453368	-0.013483467	-7647166.469	0.036934945	0	0	1282.203085	0.369062474	0.188966082	0.426646699	0.442909983
SCHL	9.40E+08	Publishing	Consumer Cyclical	27.44	0.536825069	0.048139576	0.967834296	0.065035395	0.044115943	45.87607599	132.9061825	377.2832066	0.292260286	2.19402458	1.558747653	-0.017586761	-0.030326919	-0.006748655	-0.82255201	0.098115462	0.065020513	-0.033094949	-45402134.85	0.074505471	0.014843846	-0.379337436	-18.3791474	0.963889022	-0.059080931	0.253378414	-0.233172708
CVGW	9.38E+08	Consumer Packaged Goods	Consumer Defensive	53.32	0.106471393	0.033465365	0.050632034	0.145146041	0.099083133	23.18574787	12.58437481	116.3406983	0.313637706	1.233074847	0.915592658	0.08941266	55.95631214	-0.614670652	0.610842463	0.08406314	0.1439653	0.059902159	14001154.45	0.098482152	0.012387691	0.451839015	48.97238516	0.821199726	0.073194257	0.324043326	0.225877996
RCKT	9.38E+08	Biotechnology	Healthcare	17	0	0	0	-0.492700195	-0.344885888	0	0	0	0.281646017	20.03392373	20.03392373	0	1.402926566	0.814142757	0.668526333	0.161228174	-0.368892224	-0.530120397	-87514080.57	-0.027824632	0	0	0	1.778323589	0.424087702	1.098708449	0.385987477
LADR	9.36E+08	REITs	Real Estate	7.77	1	1.172782203	4.238593839	0.088728168	0.017476622	100.9850467	0	23954.85065	0.806275998	243.3903243	243.3903243	0.143880001	0.314624449	0.094823437	4.588400267	0.267702256	0.0801339	-0.187568356	-239712370.7	0.135591848	0.074002996	0.655985201	13.75755971	2.151482615	-0.016147327	0.46841195	-0.034472492
FFG	9.35E+08	Insurance - Life	Financial Services	37.9	0.76150516	0.172428263	0.192429917	0.098878598	0.012905015	1.734239659	0	4680.850235	0.870284014	3648.580965	3648.580965	0.023104631	0.123543909	0.158881301	0.006368081	0.046081117	0.091650343	0.045569226	63549535.47	0.045811409	0.049883938	0.723164244	493.2332178	0.409579685	-0.045554043	0.245477598	-0.185573117
LNN	9.34E+08	Farm & Construction Machinery	Industrials	86.23	0.276282525	0.034574461	0.212512181	0.067780573	0.036058071	0	78.0891731	353.7097676	0.467067515	3.568951471	2.631452724	-0.060076893	-0.318664228	-0.277529737	-0.517250637	0.035861778	0.047365636	0.011503857	4537820.967	-0.061327784	0.013860232	1.685556244	-71.47913632	0.30869692	0.039987593	0.213244706	0.187519746
OFLX	9.34E+08	Industrial Products	Industrials	92.5	0.615607276	0.163426642	0.219012407	0.350113823	0.232101372	56.91359026	76.46935562	250.9026382	0.328512966	2.959896103	2.541382451	0.055471256	0.063395104	0.01924865	0.01940004	0.057262988	0.339702028	0.28243904	13579396.92	0.059201927	8.315079008	0.544586055	58879.92442	0.760127916	0.302210833	0.419092739	0.721107299
SA	9.32E+08	Metals & Mining	Basic Materials	14.31	0	0	0	-0.037238183	-0.03449444	0	0	0	0.073078629	4.244248509	4.244248509	0	0.12074551	0.079052755	0.032070557	0.058552588	-0.037238183	-0.095790771	-23551386.21	0.04329897	0	0	0	0.54453393	0.341294299	0.614965721	0.554981013
KAI	9.31E+08	Industrial Products	Industrials	81.19	0.444237859	0.079038448	0.321174967	0.124141955	0.066087224	54.25445538	89.89102258	404.6405854	0.471184893	2.092409062	1.448397133	0.123543302	0.181381304	0.176568562	0.215431577	0.107865917	0.086180192	-0.021685724	-12643770.55	0.101633394	0.010852599	0.220923165	114.14953	1.256378194	0.16012185	0.309145198	0.517950306
MDRX	9.29E+08	Application Software	Technology	5.74	0.419001814	0.006542042	0.409014968	-0.002981935	0.006773837	92.92459074	0	725.0556039	0.577781194	1.001813697	1.001813697	0.052373981	2.600652196	-1.030079341	2.221807034	0.082505387	0.003697866	-0.078807521	-152820342.1	0.047851312	0	0	-25.15073905	0.902771071	-0.125219788	0.33167718	-0.377535132
BE	9.18E+08	Electrical Equipment & Parts	Industrials	7.34	-0.35935	-0.591308277	1.038469809	0.720215623	-0.15532517	78.97703273	60.6351388	902.1508473	1.164855924	1.800077189	1.42621933	0.495681499	-0.035095725	-0.144187188	-0.174160731	0.175286022	0.006180515	-0.169105507	-146582644.7	-0.150322228	0	0	-72.37498803	6.144179665	0.31794061	1.334361081	0.238271795
BUSE	9.17E+08	Banks	Financial Services	16.86	0.891440935	1.442151317	1.938588317	0.087802034	0.01007118	6700.356339	0	43004.684	0.884626942	40.31403836	40.31403836	0.042227603	0.268847199	0.224812277	-2.290066723	0.11060051	0.072384716	-0.038215793	-41139891.8	0.263424059	0.026820955	0.451544186	17.70840226	1.103210798	0.021188693	0.253726163	0.083510083
AUO	916819428.4	Computer Hardware	Technology	2.92	0.12094	0.04835201	0.065561674	0.094459366	0.03978609	48.12410245	36.30545169	433.982196	0.540473556	1.879392874	1.66008362	-0.058672606	1.200474707	0.521385745	-2.975454661	0	0.05656106	0	0	0.071237613	0.162423926	0.519286927	-75.00228878	nan	#VALUE!	#VALUE!	#VALUE!
MODN	9.16E+08	Application Software	Technology	27.48	0.539644473	-0.227897467	0.748682394	-0.553112577	-0.193530822	63.71872266	0	413.3096002	0.588233564	1.753031273	1.753031273	0.121235791	0.043622059	0.01781141	0.570764533	0.097019558	-0.327604361	-0.424623918	-36418727.63	-0.071774029	0	0	-2.878511482	1.027688425	0.240060359	0.368297173	0.651811571
USPH	9.16E+08	Health Care Providers	Healthcare	71.3	0.228546369	0.067707881	0.654064909	0.136643311	0.068260852	33.29070781	0	327.3744087	0.495969547	2.218633318	2.218633318	0.096306935	0.157765357	0.081106375	0.075567302	0.128945928	0.133491414	0.004545487	1281455.128	0.104790991	0.010210111	0.37974328	59.79195135	1.259065378	0.131208806	0.322078366	0.407381618
ACB	9.15E+08	Drug ManufacturersùSpecialty & Generic	Healthcare	0.699	0.987733333	-1.35998605	3.051837823	-0.3299584	-0.111333255	45.80333056	265.1223536	3812.829487	0.351651309	1.700304317	1.385636769	13.47284025	-5.981179364	7.306220295	8.580744442	-627.8706002	-0.124514718	627.7460855	1.60E+12	85.80385911	0	0	7.58E-05	-10952.73535	6261.163838	13999.26405	0.447249499
PLUS	9.13E+08	Application Software	Technology	67.56	0.225390404	0.040077091	0.164013109	0.149502009	0.074790936	43.75731839	15.00589539	167.224723	0.499440031	1.673444492	1.53071669	0.038294091	0.068538634	0.02595682	0.483326483	0.107207973	0.140790158	0.033582185	12157144.38	0.088483777	0.000114926	0.000750236	35.83743788	1.119952185	0.168795475	0.32099534	0.525850235
NMIH	9.13E+08	Insurance - Property & Casualty	Financial Services	13.25	1	-0.335154312	1.31479431	0.030285966	0.010833784	27.42336229	0	3289.581848	0.338320335	6.402751962	6.402751962	1.339740881	-0.136980429	0.64890869	-0.102413464	0.178122801	0.020289382	-0.15783342	-86592970.45	0.099138713	0	0	-312.6403831	1.801180435	0.230389534	0.485002217	0.475027796
AMRC	9.12E+08	Engineering & Construction	Industrials	19.2	0.201472563	0.033233658	0.15480616	0.069546001	0.022937685	41.55488103	6.483534286	449.6659754	0.650976157	1.346656251	1.298725066	0.079178032	-0.928101924	0.586643482	0.750151825	0.050898472	0.041935351	-0.008963121	-3681970.345	0.085808788	0	0	82.05469901	0.612643369	0.258876018	0.432266056	0.598881208
SWM	9.11E+08	Forest Products	Basic Materials	29.22	0.287549054	0.085148859	0.138591296	0.146128987	0.057037275	51.4933595	74.02345836	523.4121996	0.612645747	2.887739438	1.927814586	0.054599877	0.197362106	0.050275302	0.011469424	0.097222016	0.071385378	-0.025836637	-29927273	0.042113079	0.042890618	0.764163148	71.97350864	1.311819349	0.00656116	0.349785974	0.018757642
SMP	9.09E+08	Autos	Consumer Cyclical	38.66	0.292886424	0.045747222	0.208013748	0.109007583	0.061771862	46.64490749	153.1765797	256.1048115	0.433628362	1.807752852	0.663105607	0.031060452	0.098052451	0.034663362	0.207594871	0.06855448	0.103372753	0.034818273	16041607.68	0.062103735	0.016265768	0.360493219	61.40525186	0.655838983	0.053626743	0.258058305	0.207808631
OCFC	9.09E+08	Banks	Financial Services	15.37	1	1.83822317	4.43854701	0.068418023	0.008090077	161.7473169	0	60805.74699	0.881614874	0	0	0.01999194	0.384425863	0.31408712	0.412001777	0.081790191	0.042618086	-0.039172105	-44218100.02	0.475984312	0.024433684	0.445375735	12.41390126	0.988246483	0.035316418	0.280253314	0.126016058
FTAI	9.07E+08	Consulting & Outsourcing	Industrials	10.66	0.835088543	0.088301604	0.566835504	0.029219613	0.010227552	61.56963545	0	3379.65631	0.424408141	3.94509679	3.94509679	0.490610114	15.40471411	-1.263152311	0.195462176	0.12423516	0.012379039	-0.111856121	-197132395.6	0.236064183	0.094224147	152.2050081	-1707.809385	1.754757045	0.00777002	0.412590729	0.01883227
SSYS	9.07E+08	Computer Hardware	Technology	16.66	0.41502	-0.464571784	0.900588174	-0.26301144	-0.221047421	68.48396971	110.3770324	932.2845144	0.160986342	3.472806636	2.806083232	0.085764158	2.354921095	1.981109217	7.605443234	0.122862344	-0.262284056	-0.385146401	-503114309.8	-0.11135868	0	0	72.44838316	1.273164037	-0.042627867	0.462022985	-0.09226352
AUDC	9.05E+08	Communication Equipment	Technology	32.52	0.60766	0.043175533	0.557613342	0.067649454	0.037428739	72.94718214	100.1380928	431.6022627	0.413047247	1.820905368	1.443072902	0.053835892	7.737247937	0.571272395	0.700452403	0.07308997	0.062138337	-0.010951633	-1874305.617	-0.009405105	0.003408819	0.085392426	13.31860812	0.73831717	0.489895693	0.424794943	1.153252177
OMER	9.03E+08	Biotechnology	Healthcare	16.57	0.969500783	-2.597461386	3.314219704	5.138161667	-0.984528117	78.37982637	220.984406	685.7919743	1.591235014	2.886217124	2.858395801	5.781098483	0.149207022	0.141951116	0.21107315	0.152578489	-1.143961193	-1.296539682	-83875080.39	6.759632465	0	0	-289121.5516	1.571688035	0.188204132	0.686939632	0.273974776
NYMTO	9.01E+08	REITs	Real Estate	17.26	1	1.235327699	0.537598068	0.083282856	0.007390581	169.0652048	0	54733.24583	0.910700711	9.902327296	9.902327296	0.141226662	0.138154823	0.105404772	0.056013696	0.231344656	0.074493812	-0.156850844	-226250617.1	0.25388217	0.037714907	1.231845677	2.179062491	2.005185967	0.067225232	0.549954513	0.122237804
CRVL	9.01E+08	Brokers & Exchanges	Financial Services	49.76	0.202831284	0.062767676	0.109895822	0.220113694	0.132512446	42.33327301	0	161.4737367	0.397977036	1.616202416	1.616202416	0.044902076	0.07634426	0.028223306	0.257270267	0.085454753	0.219685945	0.134231192	20710599.49	0.093193072	0	0	36.06837395	0.840472989	0.114267565	0.317226117	0.360208567
WDR	8.97E+08	Asset Management	Financial Services	13.67	1	0.133643463	0.799821631	0.195191169	0.118348937	0	0	413.5040581	0.385828438	3.230740192	3.230740192	-0.074945586	-0.146107371	-0.195207303	0.922032473	0.129196368	0.157561208	0.02836484	30642933.3	0.007167647	0.073784799	0.761078422	13.050505	1.455837889	-0.170216561	0.373356555	-0.455908859
RGR	8.93E+08	Aerospace & Defense	Industrials	51.15	0.30392	0.103590122	0.152165415	0.245870098	0.187176812	35.9273787	36.27264666	176.5351173	0.237283146	2.669611617	2.057212501	-0.009440296	0.117841038	0.109103397	1.564179803	0.041548183	0.245870098	0.204321915	48508916.19	0.081840216	0.028485266	0.471150314	176.4826042	0.357672343	0.051457693	0.344869203	0.149209302
IRT	8.91E+08	REITs	Real Estate	9.76	0.643690683	0.115684932	0.149529832	0.03210276	0.01072212	5.644088765	0	3120.358414	0.635842153	0.769011776	0.769011776	0.66625024	1.365586836	0.820993325	-1.023411547	0.07580344	0.022698971	-0.053104469	-64003623.03	0.685013155	0.075549293	1.195884346	99.9110094	1.203094396	0.068236757	0.290080468	0.23523389
AR	8.91E+08	Oil & Gas - E&P	Energy	3.32	0.941911968	-0.050690852	0.169480163	-0.000416315	-0.000146479	6.297599654	0	1611.571954	0.530971739	1.036567484	1.036567484	0.23752614	-1.003886261	-3.71119772	-0.074736394	0.208950819	-0.000697835	-0.209648654	-2470840694	0.058140662	0.055689937	-0.14539625	-1.62511218	4.465374794	0.032526223	1.531632039	0.021236317
MED	8.88E+08	Retail - Apparel & Specialty	Consumer Cyclical	75.33	0.750626346	0.090190707	0.634747556	0.384411341	0.247522786	1.319231172	85.88992271	133.4796206	0.30525605	3.122120292	2.503096201	0.229378591	0.474869512	0.284219847	0.357259159	0.112176927	0.367228585	0.255051658	28180297.98	0.056234819	0.018441132	0.418241015	168.4858144	1.137184821	0.278886796	0.492149149	0.566671296
CAKE	8.87E+08	Restaurants	Consumer Cyclical	19.52	0.768824278	0.056025744	0.653046252	0.216368001	0.088115264	2.883314809	26.26776276	221.7094251	0.59206789	0.524502404	0.431098591	0.047128861	0.078110244	-0.046460125	0.19161706	0.128692284	0.185496204	0.05680392	37797021.63	0.006312322	0.021867012	0.394884628	38.70026139	1.389803231	-0.102554241	0.360622927	-0.284380813
EIG	8.87E+08	Insurance - Specialty	Financial Services	29.19	0.492839641	0.150620413	0.812821053	0.126265892	0.031010577	143.1910281	0	1720.708644	0.75538469	2.663125409	2.663125409	0.016001932	0.104880202	0.138441968	-0.028926465	0.029647237	0.12335719	0.093709953	91525028.98	0.111865203	0.014718165	0.151385914	941.74767	0.220381485	0.078884835	0.236889019	0.333003342
PSLV	8.86E+08	Asset Management	Financial Services	5.52	0	0	0	0	0	0	0	0	0.000317879	2270.552066	2270.552066	0	0	-3.223307642	-0.017604602	0	0	0	0	-0.059300675	0	0	0	0.272307019	-0.005958525	0.232409891	-0.025638001
SAH	8.76E+08	Autos	Consumer Cyclical	20.52	0.208681941	0.013566456	0.160195573	0.116079946	0.024639035	0.176243536	87.60005094	189.9958307	0.788238293	1.034157471	0.246080487	-0.08828734	0.262285196	0.096417317	-4.285915654	0.128247768	0.056337037	-0.071910732	-119969452.4	0.073420096	0.009563909	0.109027593	-3.633449008	2.514893279	0.144877069	0.562558722	0.257532349
SPH	8.76E+08	Utilities - Regulated	Utilities	14.11	0.596280231	0.043276918	0.102284196	0.099982607	0.025698197	19.16005574	39.65996861	652.8731513	0.725670383	0.794535764	0.558714384	-0.064086965	0.321203658	0.006509661	0.080232653	0.08377148	0.030283901	-0.05348758	-101441472.3	-0.160015472	0.115732356	5.015025715	40.87056732	1.020877414	-0.182346212	0.281020601	-0.648871333
CERS	8.76E+08	Biotechnology	Healthcare	5.34	0.495816769	-1.246300698	1.780064589	-1.03276296	-0.481545353	60.75865283	194.1625253	874.9830629	0.500800466	3.735515121	3.28970043	0.235320029	0.143686545	0.094982098	0.235369759	0.106004593	-0.722321533	-0.828326126	-71196252.77	0.282299714	0	0	-20.34180923	1.048169133	0.159357652	0.537592066	0.296428579
NPO	8.75E+08	Industrial Products	Industrials	42.52	0.329522975	0.081126133	0.287488325	0.101328806	0.05532198	0	80.46588525	471.0285519	0.60960134	2.308972212	1.653068189	0.006676537	-3.100458994	-4.884448121	4.102434015	0.13095503	0.063652872	-0.067302158	-45446736.19	0.200682859	0.014425033	0.060797765	67.9378148	1.566968737	0.03503523	0.396020384	0.088468249
ATEX	8.74E+08	Telecom Services	Communication Services	50.94	-0.029035548	-5.862506786	5.785286846	-0.134803331	-0.125758212	43.95625695	4.387994302	16366.27944	0.061920584	20.39259104	20.37687052	0.142885175	2.551419254	3.267079556	22.17852356	0.054285382	-0.13423381	-0.188519192	-40414179.37	-10.40728934	0	0	-301.928137	0.499497162	0.121632054	0.438481432	0.277393853
AAWW	8.72E+08	Transportation & Logistics	Industrials	33.39	0.454292341	0.024846212	0.267416715	0.024902589	0.01021605	32.98590548	0	757.5538205	0.645195406	0.792790626	0.792790626	0.091850443	1.255304785	-0.390336101	0.002679091	0.038874015	0.011902294	-0.026971721	-105818138.1	0.05414345	0	0	2647.756883	1.508072155	0.007150675	0.459371403	0.015566217
NRE	869951127.8	REITs	Real Estate	16.51	0.885413953	-0.591972891	0.295533272	0.008071892	0.012121365	24.6163208	0	5956.952801	0.667069497	6.496277749	6.496277749	1.06431832	-19.47609921	-10.17184102	-1.847164455	0	0.007154904	0	0	6.439384332	0.029761977	-0.312257003	1479.99743	nan	#VALUE!	#VALUE!	#VALUE!
ETW	8.67E+08	Asset Management	Financial Services	8.07	0	0	0	0.33517041	0.11385758	0	0	0	0.656155472	17.94152707	17.94152707	0	0.074979299	0.011674304	1.075598643	0.071908916	0.19952019	0.127611273	197643406.8	0.136531639	0.108888801	0.443642886	0	0.92065051	-0.065022882	0.17287688	-0.376122487
ENLC	8.65E+08	Oil & Gas - Midstream	Energy	1.77	0.179791025	-0.067503032	0.053585626	-0.0990719	-0.036566722	4.858525368	10.99094705	668.4074488	0.563536701	0.919178576	0.854914948	0.140867116	15.54936264	-2.599318269	4.163606851	0.1225105	-0.045312608	-0.167823108	-1349421338	0.181884449	0.146402343	-7.837615129	3.299953484	3.167686435	-0.251641766	0.764357736	-0.329219885
CATM	8.62E+08	Business Services	Industrials	19.39	0.343682062	0.013503875	0.287718055	0.027669421	0.013337929	23.2675759	4.74733944	418.4193535	0.749761412	0.803621568	0.77027795	0.055792367	1.91458319	-0.554205167	0.331292205	0.104369233	0.019251073	-0.085118159	-103035399.9	0.067877018	0	0	76.58442945	1.595601638	0.008929341	0.476953713	0.018721609
CEQP	8.60E+08	Utilities - Regulated	Utilities	11.83	0.199009112	-0.132977817	0.14296818	-0.123228858	-0.063098298	35.64952527	8.562099405	609.2968527	0.547139759	1.130393178	0.960785013	-0.004176531	-5.638105096	-3.957210128	-1.139230326	0.191177306	-0.068768617	-0.259945924	-1106235955	0.446206767	0.12591192	0.630286325	17.97100795	3.73005333	0.132350364	0.940721744	0.140690236
CCF	8.60E+08	Industrial Products	Industrials	90.97	0.383140324	0.136555327	0.201354529	0.170719405	0.126869563	54.9463075	71.98935564	376.6672673	0.250141384	3.941137491	2.869354313	0.047776574	0.060104173	0.056244901	0.164952096	0.082822808	0.151411871	0.068589063	15831006.51	0.147772656	0.009037719	0.190032399	102.2294784	0.843689107	0.204062661	0.284295136	0.717784567
ATNI	8.54E+08	Communication Services	Communication Services	53.42	1	0.031774014	0.877772933	0.020201109	0.012496229	35.72311461	0	896.223247	0.383566702	2.798774596	2.723356307	0.061099202	-0.249562143	-0.202948813	-4.55086001	0.032123276	0.017315506	-0.01480777	-11401951.5	-0.000203909	0.01474566	0.602075462	-43.02624969	0.234958804	0.004816927	0.269301503	0.017886744
DRD	8.54E+08	Metals & Mining	Basic Materials	9.87	0.06316	0	0	0	0	10.3558587	27.16433968	295.4732738	0.411961279	1.887981242	1.255777389	0.014883237	0	-1.213436143	0	0	0	0	0	0.162870745	0	0	nan	0.670992091	0.603833463	0.763544355	0.790829582
CRY	8.53E+08	Medical Devices	Healthcare	22.63	0.655954397	0.020429909	0.605369915	0.017287036	0.012069181	62.33531618	162.0666573	664.2159601	0.411772078	4.799191913	3.759362306	0.146633875	-0.558118334	0.609001022	-0.202734933	0.120233877	0.013823806	-0.106410072	-41884564.42	0.149491511	0.002499234	0.170187266	-0.75202183	1.375638744	0.220826713	0.386518476	0.571322528
AMWD	8.53E+08	Building Materials	Basic Materials	50.38	0.205708519	0.055097209	0.117134436	0.161814867	0.089986331	23.87933117	22.47531115	227.2507113	0.472022447	2.823867292	2.30127314	0.180174602	0.362773738	0.356057667	0.668299963	0.175600318	0.126978409	-0.048621908	-48843521.88	0.279994652	0	0	63.4874257	2.156407043	0.13102541	0.496170905	0.264073142
PFS	8.49E+08	Banks	Financial Services	12.85	1	0.3568109	0.404146475	0.075852341	0.010366939	37.18286589	0	12145.58044	0.863649281	0	0	0.045700911	0.09346146	0.077859192	0.124213729	0.077292269	0.041426261	-0.035866007	-86285653.09	0.043253974	0.034066668	0.549496821	44.13814591	1.060430468	-0.017880347	0.273543853	-0.06536556
SAVE	8.44E+08	Airlines	Industrials	12.31	1	0.116932093	0.826962846	0.198207708	0.096339468	5.139621431	0	404.9766222	0.529078124	1.925281174	1.925281174	0.151167096	0.094915723	0.06838105	-0.240318546	0.109060475	0.128637896	0.019577421	13298857.58	0.204674357	0	0	-29.39408071	1.431489278	-0.18368457	0.449289583	-0.40883336
ORIT	8.40E+08	Banks	Financial Services	18.6	1	0.405694706	0.345389869	0.090252238	0.012639958	0	0	11319.96156	0.860075157	0.012967605	0.012967605	0.021515583	0.056705299	0.037107099	0.069575611	0	0.038798059	0	0	0.001719373	0.057820387	1.030242237	-28.87192183	nan	#VALUE!	#VALUE!	#VALUE!
HOLI	8.40E+08	Industrial Products	Industrials	13.87	0.3715	0.195340837	0.162515178	0.13949312	0.09309449	347.2023109	47.54984017	734.5760323	0.324381073	2.809217677	2.676014706	0.028760721	0.183798326	0.154393376	0.15093624	0.121793191	0.133205609	0.011412418	7691786.801	0.141887602	0.008729066	0.113872219	15.60368619	1.266762789	-0.066755768	0.330703101	-0.201860121
SRCE	8.39E+08	Banks	Financial Services	32.11	1	3.937672361	4.78689663	0.09780824	0.012030516	0	0	108809.7569	0.877009905	4.523989076	4.523989076	0.02743831	0.099941838	0.074524263	0.169782002	0.107093277	0.075696187	-0.03139709	-29647268.09	0.061644343	0.019919653	0.315758762	44.43565815	1.070495339	0.042657452	0.25116871	0.169835853
ALEX	8.37E+08	REITs	Real Estate	11.58	0.71994261	0.073347085	0.128992411	0.05534404	0.012192885	18.93299957	76.76550328	1655.404338	0.504765499	0.856971607	0.647668036	-0.002829246	-5.410936359	1.183583134	-6.241784084	0.163624786	0.026574383	-0.137050403	-229428923.7	0.067042996	0.029942291	-0.872283936	-2.574869973	1.343209325	-0.162503507	0.376098371	-0.432077136
TGP	8.33E+08	Transportation & Logistics	Industrials	10.61	0.7469	0.300584949	0.36064465	0.076035306	0.029238189	17.59357256	0	3681.874023	0.616166356	0.673900263	0.673900263	0.052974285	-0.245016635	-0.032332345	4.886444493	0.06998682	0.032664449	-0.037322371	-165566591.2	0.058888672	0.101379018	1.382805706	-317.1688914	1.431765811	-0.12724719	0.434127163	-0.293110408
BLMN	8.32E+08	Restaurants	Consumer Cyclical	9.51	0.684361007	0.024038662	0.289529694	1.249402481	0.035308619	2.543876163	19.36899454	238.9896939	0.943049225	0.436982504	0.352936263	-0.013985467	0.282883218	0.042047548	0.282001829	0.109543792	0.075132892	-0.0344109	-46583794.11	0.261884747	0.015652857	0.375167601	15.41667217	1.794845819	-0.029530121	0.498812457	-0.059200849
